Incident ID,Incident Date,State,City Or County,Complete_Address,School,Coordinates,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested
2845631,2024-03-04T00:00:00Z,North Carolina,Winston Salem (Winston-salem),"3507 Midway School Rd,Winston Salem (Winston-salem),North Carolina",Oak Grove High School,"35.9443724,-80.16333651387878",0,0,0,0,0
2843300,2024-03-02T00:00:00Z,Indiana,Rochester,"1645 S Park Rd,Rochester,Indiana",Rochester High School,"41.0568838,-86.2241513",0,0,0,0,1
2843527,2024-03-02T00:00:00Z,Missouri,Kansas City (North Kansas City),"620 E 23rd Ave,Kansas City (North Kansas City),Missouri",North Kansas City High School,"39.1470319,-94.57282986350421",0,2,0,0,2
2842603,2024-03-01T00:00:00Z,Virginia,Alexandria,"530 S St Asaph St,Alexandria,Virginia",Lyles-Crouch Traditional Academy,"38.79972305,-77.04638219541445",0,0,0,0,0
2842662,2024-03-01T00:00:00Z,North Carolina,Wilson,"500 Harrison Dr,Wilson,North Carolina",Fike High School,"35.7529352,-77.9216508",0,0,0,0,0
2845398,2024-03-01T00:00:00Z,Utah,Layton,"440 Wasatch Dr,Layton,Utah",Layton High School,"41.06356255,-111.95991489350074",0,0,0,0,1
2843075,2024-03-01T00:00:00Z,Arkansas,Little Rock,"21501 Cantrell Rd,Little Rock,Arkansas",Joe T. Robinson High School,"34.81396465,-92.50618544752321",0,0,0,0,1
2841708,2024-02-29T00:00:00Z,Tennessee,Memphis,"1363 E Person Ave,Memphis,Tennessee",Hamilton High School,"35.0999649,-90.01670695416024",0,0,0,0,1
2841710,2024-02-29T00:00:00Z,Virginia,Vinton,"2902 E Washington Ave,Vinton,Virginia",William Byrd High School,"37.2838985,-79.8586521",0,0,0,0,1
2842837,2024-02-29T00:00:00Z,Texas,Temple,"8818 Tarver Dr,Temple,Texas",Lake Belton Middle School,"31.11442315,-97.43710259024846",0,0,0,0,0
2842653,2024-02-29T00:00:00Z,Texas,Midlothian,"923 S 9th St,Midlothian,Texas",Midlothian High School,"32.472088,-96.99557192514735",0,0,0,0,1
2841234,2024-02-29T00:00:00Z,South Carolina,Greenville,"44 Merriwoods Dr,Greenville,South Carolina",Tanglewood Middle School,"34.82493225,-82.46940930359466",0,0,0,0,1
2842499,2024-02-29T00:00:00Z,North Carolina,Asheville,"211 S French Broad Ave,Asheville,North Carolina",Asheville Middle School,"35.5865461,-82.5611292",0,0,0,0,1
2842712,2024-02-29T00:00:00Z,Florida,Jacksonville,"590 Duval Station Rd,Jacksonville,Florida",First Coast High School,"30.4820297,-81.60754966580737",0,0,0,0,1
2842874,2024-02-28T00:00:00Z,Arizona,Buckeye,"3000 S Apache Rd,Buckeye,Arizona",Youngker High School,"33.41939365,-112.5775884555228",0,0,0,0,1
2846880,2024-02-28T00:00:00Z,Oklahoma,Poteau,"101 Pirate Ln,Poteau,Oklahoma",Poteau High School,"35.0650982,-94.6260578",0,0,0,0,0
2842167,2024-02-28T00:00:00Z,Mississippi,Jackson,"2940 Belvedere Dr,Jackson,Mississippi",Peeples Middle School,"32.2638083,-90.226289",0,0,0,0,1
2840986,2024-02-27T00:00:00Z,New Jersey,Newark,"279 Chancellor Ave,Newark,New Jersey",Weequahic High School,"40.7097298,-74.22071083894781",0,0,0,0,1
2839965,2024-02-27T00:00:00Z,Kentucky,Erlanger,"305 Bartlett Ave,Erlanger,Kentucky",Tichenor Middle School,"39.0192148,-84.6075519",0,0,0,0,1
2843338,2024-02-27T00:00:00Z,Georgia,Snellville,"2288 Main St E,Snellville,Georgia",South Gwinnett High School,"33.854011650000004,-84.00809573876323",0,0,0,0,1
2840561,2024-02-27T00:00:00Z,Delaware,Georgetown,"26026 Patriots Way,Georgetown,Delaware",Sussex Central High School,"38.630429899999996,-75.32619158244279",0,0,0,0,2
2840902,2024-02-27T00:00:00Z,Illinois,Carol Stream,"475 Chippewa Trail,Carol Stream,Illinois",Roy De Shane Elementary School,"41.92241155,-88.13471126163324",0,0,0,0,1
2840993,2024-02-27T00:00:00Z,Kentucky,Louisville,"5901 Greenwood Rd,Louisville,Kentucky",Pleasure Ridge Park High School,"38.1458535,-85.86369673027914",0,0,0,0,0
2838533,2024-02-26T00:00:00Z,Texas,Odessa,"1301 Dotsy Ave,Odessa,Texas",Odessa High School,"31.8506078,-102.38242976001207",0,1,0,0,1
2838750,2024-02-26T00:00:00Z,North Carolina,Shelby,"230 E Dixon Blvd,Shelby,North Carolina",Shelby High School,"35.2745817,-81.53751291709605",0,0,0,0,0
2840132,2024-02-26T00:00:00Z,Missouri,Saint Louis,"5401 Lucas and Hunt Rd,Saint Louis,Missouri",Lutheran North High School,"38.7154371,-90.28947818662125",0,0,0,0,1
2837275,2024-02-23T00:00:00Z,Florida,Palmetto,"1200 17th St W,Palmetto,Florida",Palmetto High School,"27.530417999999997,-82.57855196121866",0,0,0,0,1
2838759,2024-02-23T00:00:00Z,Pennsylvania,Elverson,"4897 N Twin Valley Rd,Elverson,Pennsylvania",Twin Valley High School,"40.1624676,-75.85586770570788",0,0,0,0,0
2836933,2024-02-23T00:00:00Z,Kansas,Olathe,"21300 College Blvd,Olathe,Kansas",Olathe Northwest High School,"38.92892235,-94.82983268032251",0,0,0,0,1
2848911,2024-02-23T00:00:00Z,Wyoming,Gillette,"1000 Camel Dr,Gillette,Wyoming",Campbell County High School,"44.281849550000004,-105.48741328960267",0,0,0,0,1
2835797,2024-02-22T00:00:00Z,Florida,Fort Lauderdale,"2501 NW 11th St,Fort Lauderdale,Florida",Dillard High School,"26.1395132,-80.1755261",0,0,0,0,1
2836237,2024-02-22T00:00:00Z,Ohio,Canal Winchester,"300 Washington St,Canal Winchester,Ohio",Canal Winchester High School,"39.83675855,-82.81306149975893",0,0,0,0,1
2835989,2024-02-21T00:00:00Z,Nevada,Las Vegas,"4291 Pennwood Ave,Las Vegas,Nevada",Clark High School,"36.13551505,-115.19715182766932",0,0,0,0,2
2835770,2024-02-21T00:00:00Z,Texas,Edinburg,"1414 N Alamo Rd,Edinburg,Texas",Economedes High School,"26.3103802,-98.10156694926141",0,0,0,0,1
2839768,2024-02-20T00:00:00Z,North Carolina,Greensboro,"2407 S Holden Rd,Greensboro,North Carolina",Smith High School,"36.035012449999996,-79.84702701227944",0,0,0,0,0
2834943,2024-02-20T00:00:00Z,Michigan,Saginaw,"3100 Webber St,Saginaw,Michigan",Saginaw High School,"43.4048385,-83.9244653225834",0,0,0,0,1
2834896,2024-02-20T00:00:00Z,South Carolina,Leesville (Batesburg-leesville),"425 Shealy Rd,Leesville (Batesburg-leesville),South Carolina",Batesburg-Leesville Middle School,"33.9032811,-81.5139456",0,0,0,0,1
2834843,2024-02-20T00:00:00Z,Texas,Amarillo,"2815 Martin Rd,Amarillo,Texas",Travis Middle School,"35.23516525,-101.80596386615022",0,0,0,0,2
2836233,2024-02-20T00:00:00Z,Alabama,Pell City,"1300 Cogswell Ave,Pell City,Alabama",Pell City High School,"33.5843263,-86.2944647",0,0,0,0,2
2834311,2024-02-16T00:00:00Z,Georgia,Athens,"810 S Lumpkin St,Athens,Georgia",University of Georgia,"33.9404278,-83.37304904988295",0,0,0,0,1
2833517,2024-02-16T00:00:00Z,Louisiana,Lake Charles,"2300 Medora St,Lake Charles,Louisiana",Ray D Molo Middle School,"30.2562366,-93.1862412",0,0,0,0,1
2831125,2024-02-16T00:00:00Z,North Carolina,Ramseur,"390 Eastern Randolph Rd,Ramseur,North Carolina",Eastern Randolph High School,"35.7554156,-79.6175253",0,0,0,0,0
2829777,2024-02-15T00:00:00Z,North Carolina,Fayetteville,"1624 Ireland Dr,Fayetteville,North Carolina",Douglas Byrd High School,"35.03102155,-78.94949615663897",0,0,0,0,1
2830126,2024-02-15T00:00:00Z,Pennsylvania,Harrisburg,"626 Rutherford Rd,Harrisburg,Pennsylvania",Central Dauphin East High School,"40.2845058,-76.8001034",0,0,0,0,1
2830253,2024-02-14T00:00:00Z,Texas,Lufkin,"309 S Medford Dr,Lufkin,Texas",Lufkin High School,"31.33597615,-94.68785169656448",0,0,0,0,0
2828898,2024-02-14T00:00:00Z,Georgia,Atlanta,"3450 Benjamin E Mays Dr SW,Atlanta,Georgia",Benjamin E. Mays High School,"33.7339293,-84.5039848",0,4,0,0,1
2829104,2024-02-14T00:00:00Z,Maryland,Baltimore,"1400 Exeter Hall Ave,Baltimore,Maryland",The Stadium School,"39.3218477,-76.6024925959573",0,0,0,0,1
2831250,2024-02-14T00:00:00Z,Alabama,Birmingham,"950 Springville Rd,Birmingham,Alabama",Huffman High School,"33.612363349999995,-86.68229185571246",0,0,0,0,0
2833795,2024-02-14T00:00:00Z,Oklahoma,Choctaw,"14300 NE 10th St,Choctaw,Oklahoma",Choctaw High School,"35.4758871,-97.27919322073356",0,0,0,0,0
2833730,2024-02-13T00:00:00Z,Washington,Yakima,"212 S 6th Ave,Yakima,Washington",Davis High School,"46.5956848,-120.5163920290168",0,0,0,0,1
2828035,2024-02-13T00:00:00Z,Mississippi,Raymond,"14050 MS-18,Raymond,Mississippi",Raymond High School,"32.2554258,-90.4200951",0,0,0,0,0
2829878,2024-02-13T00:00:00Z,Texas,Houston,"17202 Butte Creek Rd,Houston,Texas",Ponderosa Elementary School,"30.015599899999998,-95.45849975645945",0,0,0,0,0
2831006,2024-02-13T00:00:00Z,North Carolina,Raleigh,"2 Broughton Dr,Raleigh,North Carolina",North Carolina State University,"35.77184965,-78.67408695452633",0,0,0,0,0
2827865,2024-02-12T00:00:00Z,Washington,Burlington,"301 N Burlington Blvd,Burlington,Washington",Burlington-Edison High School,"48.478074899999996,-122.33678027905954",0,0,0,0,1
2858294,2024-02-12T00:00:00Z,New Mexico,Santa Fe,"100 Siringo Rd,Santa Fe,New Mexico",St Michael’s High School,"35.650700900000004,-105.95003131244954",0,0,0,0,1
2827841,2024-02-12T00:00:00Z,Pennsylvania,Philadelphia,"1231 N Broad St,Philadelphia,Pennsylvania",Youthbuild Charter School,"39.9727467,-75.158682",0,0,0,0,1
2826727,2024-02-12T00:00:00Z,Virginia,Chesapeake,"1969 Braves Trail,Chesapeake,Virginia",Indian River High School,"36.7970543,-76.24158818835457",0,0,0,0,1
2827209,2024-02-12T00:00:00Z,Ohio,Bedford,"481 Northfield Rd,Bedford,Ohio",Bedford High School,"41.40208855,-81.52492261819424",0,0,0,0,1
2826571,2024-02-11T00:00:00Z,North Carolina,Raleigh,"2720 Cates Ave,Raleigh,North Carolina",North Carolina State University,"35.77184965,-78.67408695452633",0,0,0,0,1
2825224,2024-02-09T00:00:00Z,California,Berkeley,"1 Cross-Sproul Path,Berkeley,California",Sproul Plaza,"37.8687681,-122.2591973",0,0,0,0,1
2824414,2024-02-09T00:00:00Z,Florida,Palm Beach Gardens,"13601 N Military Trl,Palm Beach Gardens,Florida",William T Dwyer High School,"26.87726315,-80.10635274853588",0,0,0,0,1
2825092,2024-02-09T00:00:00Z,Washington,Seattle,"13401 Meridian Ave N,Seattle,Washington",Ingraham High School,"47.725038749999996,-122.33753447396623",0,0,0,0,4
2823618,2024-02-07T00:00:00Z,Oregon,Eugene,"1125 Willagillespie Rd,Eugene,Oregon",Willagillespie Elementary School,"44.070617,-123.0985066277416",0,0,0,0,2
2839469,2024-02-07T00:00:00Z,Texas,Sugar Land,"13707 Jess Pirtle Blvd,Sugar Land,Texas",Sugar Mill Elementary,"29.634082749999997,-95.62499355159008",0,0,0,0,0
2823260,2024-02-07T00:00:00Z,North Carolina,Pembroke,"519 University Rd,Pembroke,North Carolina",University of North Carolina at Pembroke,"34.6868293,-79.2008708",1,0,0,0,1
2907200,2024-02-07T00:00:00Z,Nevada,North Las Vegas,"2328 Silver Clouds Dr,North Las Vegas,Nevada",Eva G Simmons Elementary School,"36.2683422,-115.17394706857681",0,0,0,0,1
2821471,2024-02-06T00:00:00Z,North Carolina,Huntersville,"11201 Old Statesville Rd,Huntersville,North Carolina",North Mecklenburg High School,"35.37234705,-80.83564505954001",0,0,0,0,0
2821580,2024-02-06T00:00:00Z,Pennsylvania,Mechanicsburg,"6746 Carlisle Pike,Mechanicsburg,Pennsylvania",Eagle View Middle School,"40.244067799999996,-77.06332306352087",0,0,0,0,1
2823298,2024-02-06T00:00:00Z,Wisconsin,Madison,"1000 Edgewood College Dr,Madison,Wisconsin",Edgewood College,"43.0588111,-89.42122409051677",0,0,0,0,1
2821311,2024-02-06T00:00:00Z,South Carolina,Myrtle Beach,"3101 N Oak St,Myrtle Beach,South Carolina",Myrtle Beach Middle School,"33.7132241,-78.8654723",0,0,0,0,1
2821307,2024-02-06T00:00:00Z,South Carolina,Orangeburg,"300 College Ave,Orangeburg,South Carolina",South Carolina State University,"33.49878505,-80.84684338421943",0,0,0,0,1
2820511,2024-02-05T00:00:00Z,Georgia,Augusta,"1339 Laney Walker Blvd,Augusta,Georgia",Lucy C. Laney High School,"33.46720795,-81.98242716203086",0,0,0,0,1
2818575,2024-02-02T00:00:00Z,New York,Rockville Centre,"140 Shepherd St,Rockville Centre,New York",South Side High School,"40.66735395,-73.62074719164538",0,0,0,0,1
2819094,2024-02-02T00:00:00Z,Washington,Arlington,"18821 Crown Ridge Blvd,Arlington,Washington",Arlington High School,"48.16719625,-122.11591862749498",0,0,0,0,1
2818082,2024-02-01T00:00:00Z,Indiana,Indianapolis,"1140 Doctor M L K  Jr St,Indianapolis,Indiana",Crispus Attucks High School,"39.782547550000004,-86.17079485924529",0,0,0,0,1
2818316,2024-02-01T00:00:00Z,Mississippi,West Point,"950 S Eshman Ave,West Point,Mississippi",West Point High School,"33.5928965,-88.6317138",0,0,0,0,1
2816899,2024-02-01T00:00:00Z,Georgia,Powder Springs,"2400 New MacLand Rd SW,Powder Springs,Georgia",McEachern High School,"33.8960695,-84.67998002257602",0,2,0,0,4
2817229,2024-02-01T00:00:00Z,Texas,Uvalde,"615 Studer St,Uvalde,Texas",Morales Junior High School,"29.224149099999998,-99.78300967114538",0,0,0,0,1
2818760,2024-01-31T00:00:00Z,North Carolina,Wilson,"200 Atlantic Christian College Dr,Wilson,North Carolina",Barton College,"35.735359700000004,-77.91246914152123",0,0,0,0,1
2817146,2024-01-31T00:00:00Z,Texas,Humble,"1700 Wilson Rd,Humble,Texas",Humble High School,"29.9831464,-95.24662325939597",0,0,0,0,2
2816503,2024-01-31T00:00:00Z,Tennessee,Nashville,"1150 Hunters Ln,Nashville,Tennessee",Hunters Lane High School,"36.2779781,-86.7536819",0,0,0,0,1
2816482,2024-01-31T00:00:00Z,Tennessee,Nashville,"510 W Trinity Ln,Nashville,Tennessee",Haynes Middle School,"36.2075553,-86.7891654",0,0,0,0,1
2815006,2024-01-30T00:00:00Z,California,Sacramento,"1400 Grand Ave,Sacramento,California",Grant Union High School,"38.6357374,-121.4349538",0,1,0,0,1
2818687,2024-01-30T00:00:00Z,Pennsylvania,Philadelphia,"10175 Bustleton Ave,Philadelphia,Pennsylvania",George Washington High School,"40.1059112,-75.02600027090838",0,0,0,0,0
2815457,2024-01-30T00:00:00Z,Indiana,Beech Grove,"5330 Hornet Ave,Beech Grove,Indiana",Beech Grove High School,"39.7114684,-86.07619105097407",0,0,0,0,1
2815093,2024-01-30T00:00:00Z,Alabama,Mobile,"700 Donald St,Mobile,Alabama",LeFlore High School,"30.714662099999998,-88.08604671771127",0,2,0,0,1
2819357,2024-01-30T00:00:00Z,New York,Amsterdam,"140 Saratoga Ave,Amsterdam,New York",Amsterdam High School,"42.96454575,-74.17639510162137",0,0,0,0,1
2816404,2024-01-30T00:00:00Z,Tennessee,Murfreesboro,"3956 Blaze Dr,Murfreesboro,Tennessee",Blackman High School,"35.8593649,-86.47527035609878",0,0,0,0,2
2814116,2024-01-29T00:00:00Z,Florida,Deerfield Beach,"910 Buck Pride Way,Deerfield Beach,Florida",Deerfield Beach High School,"26.29544165,-80.11759655192063",0,0,0,0,2
2820633,2024-01-29T00:00:00Z,North Carolina,Old Fort,"128 S Mauney Ave,Old Fort,North Carolina",Old Fort Elementary School,"35.62574055,-82.17801759638914",0,0,0,0,1
2825949,2024-01-29T00:00:00Z,Nevada,Sparks,"1840 4th St,Sparks,Nevada",Greenbrae Elementary School,"39.5486755,-119.7472193165229",0,0,0,0,0
2814200,2024-01-29T00:00:00Z,Michigan,Lansing,"160 Snow Rd,Lansing,Michigan",Waverly High School,"42.73201125,-84.6216426970838",0,0,0,0,1
2815736,2024-01-29T00:00:00Z,Texas,Austin,"13212 N Lamar Blvd,Austin,Texas",John B Connally High School,"30.4204966,-97.67641562177744",0,1,0,0,1
2814939,2024-01-26T00:00:00Z,Georgia,Dacula,"123 Broad St,Dacula,Georgia",Dacula High School,"33.99160385,-83.89967158413998",0,0,0,0,1
2812325,2024-01-26T00:00:00Z,Missouri,Kansas City (Raytown),"6019 Blue Ridge Blvd,Kansas City (Raytown),Missouri",Raytown High School,"39.0340257,-94.46340967837585",0,0,0,0,1
2812702,2024-01-26T00:00:00Z,North Carolina,Ayden,"7653 NC-11,Ayden,North Carolina",Ayden-Grifton High School,"35.4301627,-77.4310758",0,0,0,0,1
2812156,2024-01-26T00:00:00Z,Florida,Fort Lauderdale,"1800 SW 5th Pl,Fort Lauderdale,Florida",Stranahan High School,"26.112067699999997,-80.16480353044666",0,0,0,0,1
2815596,2024-01-26T00:00:00Z,Alabama,Plantersville,"Co Rd 63,Plantersville,Alabama",Dallas County High School,"32.661697,-86.9295353",0,0,0,0,4
2815434,2024-01-26T00:00:00Z,Tennessee,Johnson City,"Southwest Ave,Johnson City,Tennessee",East Tennessee State University,"36.3022214,-82.36945750910178",1,0,0,0,0
2811400,2024-01-25T00:00:00Z,Arizona,Scottsdale,"11256 N 128th St,Scottsdale,Arizona",Mountainside Middle School,"33.588934800000004,-111.80585295700546",0,0,0,0,1
2811523,2024-01-25T00:00:00Z,Maryland,Hagerstown,"1200 Pennsylvania Ave,Hagerstown,Maryland",North Hagerstown High School,"39.66171545,-77.71521090469754",0,0,0,0,1
2811201,2024-01-24T00:00:00Z,Tennessee,Nashville,"1128 Bell Grimes Ln,Nashville,Tennessee",Bellshire Elementary School,"36.2697754,-86.7622201",0,0,0,0,0
2819450,2024-01-24T00:00:00Z,California,Corona,"1820 Rimpau Ave,Corona,California",Centennial High School,"33.8581435,-117.54751402757287",0,0,0,0,1
2810630,2024-01-24T00:00:00Z,Maryland,Gambrills,"2291 Davidsonville Rd,Gambrills,Maryland",Crofton High School,"39.00093445,-76.66799823886743",0,0,0,0,1
2810731,2024-01-23T00:00:00Z,Arkansas,Jonesboro,"4207 Race St,Jonesboro,Arkansas",Nettleton High School,"35.8125752,-90.6495509",0,0,0,0,1
2810261,2024-01-23T00:00:00Z,Georgia,Augusta,"2840 Glenn Hills Dr,Augusta,Georgia",Glenn Hills High School,"33.42731715,-82.06825305465658",0,0,0,0,0
2811284,2024-01-23T00:00:00Z,Tennessee,Memphis,"7900 E Shelby Dr,Memphis,Tennessee",Southwind High School,"35.02289675,-89.79898164236675",0,0,0,0,1
2811925,2024-01-22T00:00:00Z,New Jersey,Scotch Plains,"1600 Martine Ave,Scotch Plains,New Jersey",Union Catholic High School,"40.625216,-74.3584769788171",0,0,0,0,1
2808320,2024-01-22T00:00:00Z,Florida,Vero Beach,"1707 16th St,Vero Beach,Florida",Vero Beach High School,"27.62879555,-80.40351972864502",0,0,0,0,1
2921299,2024-01-20T00:00:00Z,Nevada,Las Vegas,"2839 Burnham Ave,Las Vegas,Nevada",Valley High School,"36.1385214,-115.12091922948329",0,0,0,0,1
2818084,2024-01-20T00:00:00Z,Georgia,Calhoun,"399 S River St,Calhoun,Georgia",Calhoun Middle School,"34.4987457,-84.955877",0,0,0,0,1
2805172,2024-01-19T00:00:00Z,Texas,Orange,"7327 TX-87,Orange,Texas",Little Cypress-Mauriceville High School,"30.1718751,-93.7568332",0,0,0,0,0
2810495,2024-01-19T00:00:00Z,New Mexico,Santa Fe,"2100 Yucca Rd,Santa Fe,New Mexico",Santa Fe High School,"35.64906905,-105.96932484676664",0,0,0,0,0
2805484,2024-01-19T00:00:00Z,California,Elk Grove,"8350 Lotz Pkwy,Elk Grove,California",Cosumnes Oaks High School,"38.3980835,-121.39727610617771",0,0,0,0,1
2804400,2024-01-18T00:00:00Z,South Carolina,Easley,"314 Pelzer Hwy,Easley,South Carolina",West End Elementary,"34.80595895,-82.60362208420779",0,0,0,0,0
2804627,2024-01-18T00:00:00Z,Florida,Orlando,"12491 University Blvd,Orlando,Florida",University of Central Florida,"28.59899755,-81.19712501183949",0,0,0,0,1
2804817,2024-01-18T00:00:00Z,Minnesota,Saint Paul,"780 W Wheelock Pkwy,Saint Paul,Minnesota",Como Park Elementary School,"44.9782997,-93.13287506415867",0,0,0,1,1
2806817,2024-01-18T00:00:00Z,Wisconsin,Spring Valley,"S1450 County Rd CC,Spring Valley,Wisconsin",Spring Valley Middle / High School,"44.82921175,-92.25509827359501",0,0,0,0,0
2804437,2024-01-18T00:00:00Z,South Carolina,Marion,"601 Gurley St,Marion,South Carolina",Johnakin Middle School,"34.1703847,-79.3887626",0,0,0,0,1
2811775,2024-01-18T00:00:00Z,Louisiana,Florien,"500 High School Dr,Florien,Louisiana",Florien High School,"31.4396552,-93.4597114",0,0,0,0,2
2813893,2024-01-18T00:00:00Z,South Carolina,Orangeburg,"400 Magnolia St,Orangeburg,South Carolina",Claflin University,"33.49941805,-80.85315432801221",0,0,0,0,0
2804682,2024-01-18T00:00:00Z,Virginia,Roanoke,"3649 Ferncliff Ave NW,Roanoke,Virginia",William Fleming High School,"37.309928400000004,-79.98409627932068",0,0,0,0,1
2803676,2024-01-17T00:00:00Z,Maryland,Ellicott City,"4465 Montgomery Rd,Ellicott City,Maryland",Children's Manor Montessori School - Ellicott City,"39.24900115,-76.80938174494115",1,0,0,0,0
2807767,2024-01-17T00:00:00Z,Maryland,Great Mills,"21130 Great Mills Rd,Great Mills,Maryland",Great Mills High School,"38.247448500000004,-76.48749495220747",0,0,0,0,1
2804863,2024-01-17T00:00:00Z,North Carolina,Pittsboro,"310 Northwood High School Rd,Pittsboro,North Carolina",Northwood High School,"35.75715865,-79.17271167820391",0,0,0,0,0
2839467,2024-01-17T00:00:00Z,Texas,Sugar Land,"17828 Winding Waters Ln,Sugar Land,Texas",Anne Sullivan Elementary School,"29.54073805,-95.5936012980225",0,0,0,0,0
2805151,2024-01-17T00:00:00Z,Texas,Austin,"12024 Vista Parke Dr,Austin,Texas",Grandview Hills Elementary,"30.4156989,-97.85335108815372",0,0,0,0,0
2803645,2024-01-17T00:00:00Z,Delaware,Lewes,"1250 Kings Hwy,Lewes,Delaware",Cape Henlopen High School,"38.757724100000004,-75.14984929949352",0,0,0,0,2
2804755,2024-01-17T00:00:00Z,Florida,Palm Beach Gardens,"13601 N Military Trl,Palm Beach Gardens,Florida",William T Dwyer High School,"26.87726315,-80.10635274853588",0,0,0,0,1
2803448,2024-01-16T00:00:00Z,California,Perris,"175 E Nuevo Rd,Perris,California",Perris High School,"33.7993403,-117.22391007328014",0,0,0,0,1
2804462,2024-01-15T00:00:00Z,South Carolina,Conway,"1142 SC-544,Conway,South Carolina",Coastal Carolina University,"33.7953227,-79.01267851975504",0,0,0,0,1
2800745,2024-01-12T00:00:00Z,South Carolina,Lake City,"652 N Matthews Rd,Lake City,South Carolina",Lake City High School,"33.8882607,-79.7657905",0,0,0,0,0
2868032,2024-01-12T00:00:00Z,Virginia,Moneta,"1203 Timberwood Ln,Moneta,Virginia",Smith Mountain Lake Christian Academy,"37.1586984,-79.63231668563878",0,0,0,1,1
2800126,2024-01-11T00:00:00Z,Florida,Miami,"1100 NW 71st St,Miami,Florida",Miami Northwestern Senior High,"25.8378746,-80.2164373",0,1,0,0,1
2798844,2024-01-10T00:00:00Z,California,Armona,"11075 C St,Armona,California",Parkview Middle School,"36.3128129,-119.7064388",0,0,0,0,1
2800677,2024-01-10T00:00:00Z,Oregon,Hillsboro,"3285 SE Rood Bridge Rd,Hillsboro,Oregon",Hillsboro High School,"45.495101950000006,-122.95927272492534",0,0,0,0,0
2799113,2024-01-10T00:00:00Z,Alabama,Tuscaloosa,"300 Patriot Pw,Tuscaloosa,Alabama",Hillcrest High School,"33.1297974,-87.5380712276519",0,0,0,0,1
2799458,2024-01-08T00:00:00Z,New York,Schenectady,"1629 Oneida St,Schenectady,New York",Oneida Middle School,"42.81956025,-73.91400198956761",0,0,0,0,1
2797328,2024-01-08T00:00:00Z,North Carolina,Marshville,"100 Forest Hills School Rd S,Marshville,North Carolina",Forest Hills High School,"34.97972825,-80.41293712201698",0,0,0,0,2
2797492,2024-01-08T00:00:00Z,Tennessee,Nashville,"160 Antioch Pike,Nashville,Tennessee",Glencliff High School,"36.1013711,-86.7271044",0,0,0,0,1
2795369,2024-01-04T00:00:00Z,Florida,Tampa,"12075 USF Mango Dr,Tampa,Florida",University of South Florida,"28.0599999,-82.41383619025117",0,0,0,0,1
2795630,2024-01-04T00:00:00Z,Pennsylvania,Lock Haven,"400 E Church St,Lock Haven,Pennsylvania",Robb Elementary School,"41.13491715,-77.43923596926018",0,0,0,0,1
2794926,2024-01-03T00:00:00Z,Massachusetts,Boston,"150 Newbury St,Boston,Massachusetts",Snowden International School,"42.3505737,-71.0779829",0,0,0,0,1
2794376,2024-01-03T00:00:00Z,North Carolina,Raleigh,"5201 Brookhaven Dr,Raleigh,North Carolina",York Elementary School,"35.852299349999996,-78.68440120793721",0,0,0,0,1
2785244,2023-12-21T00:00:00Z,Maryland,Baltimore,"2301 Gwynns Falls Pkwy,Baltimore,Maryland",Frederick Douglass High School,"39.30759825,-76.64221342221222",0,0,0,0,1
2785242,2023-12-20T00:00:00Z,Maryland,Baltimore,"1400 Orleans St,Baltimore,Maryland",Paul Laurence Dunbar High School,"39.2955361,-76.5987256",0,0,0,0,1
2788377,2023-12-19T00:00:00Z,Iowa,Sioux City,"3200 S Cypress St,Sioux City,Iowa",East High School,"42.451025900000005,-96.3374919175854",0,0,0,0,1
2782092,2023-12-19T00:00:00Z,Pennsylvania,Allentown,"815 N Irving St,Allentown,Pennsylvania",Louis E Dieruff High School,"40.6215673,-75.441267175366",0,0,0,0,1
2782528,2023-12-19T00:00:00Z,Tennessee,Memphis,"6670 E Raines Rd,Memphis,Tennessee",Kirby Middle School,"35.0364023,-89.84124029481757",0,0,0,0,0
2781549,2023-12-18T00:00:00Z,Indiana,Brownsburg,"4845 Bulldog Dr,Brownsburg,Indiana",Reagan Elementary School,"39.8338377,-86.3753594",0,0,0,0,0
2782274,2023-12-18T00:00:00Z,Iowa,Des Moines,"2600 SW 9th St,Des Moines,Iowa",Lincoln High School,"41.5636357,-93.62811953756722",0,0,0,0,1
2783694,2023-12-18T00:00:00Z,Indiana,Hammond,"5825 S Blaine Ave,Hammond,Indiana",Henry W Eggers Middle School,"41.608598799999996,-87.51767688453776",0,0,0,0,1
2781628,2023-12-18T00:00:00Z,Wisconsin,Green Bay,"2710 Lineville Rd,Green Bay,Wisconsin",Bay Port High School,"44.5943414,-88.0907754",0,0,0,0,1
2779526,2023-12-14T00:00:00Z,Georgia,Powder Springs,"2400 New MacLand Rd,Powder Springs,Georgia",McEachern High School,"33.8960695,-84.67998002257602",0,0,0,0,2
2778760,2023-12-14T00:00:00Z,Texas,Austin,"9700 McNeil Dr,Austin,Texas",Four Points Middle School,"30.39758485,-97.82977936933872",0,0,0,0,0
2807462,2023-12-14T00:00:00Z,South Carolina,Florence,"3200 S Irby St,Florence,South Carolina",South Florence High School,"34.1318238,-79.7717306",0,0,0,0,0
2779578,2023-12-14T00:00:00Z,Washington,Spokane,"1622 E Wellesley Ave,Spokane,Washington",Rogers High School,"47.6990328,-117.38701925835656",0,0,0,0,1
