Incident ID,Incident Date,State,City Or County,Address,Complete_Address,School name,Coordinates,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested
3027605,2024-09-18T00:00:00Z,Missouri,Saint Louis,5000  Kensington Ave,"5000  Kensington Ave,Saint Louis,Missouri",,"38.653803,-90.263279",2,2,0,0,0
3028704,2024-09-18T00:00:00Z,Ohio,Akron,744 Colette Dr,"744 Colette Dr,Akron,Ohio",,"41.050393642857145,-81.50162064285715",0,4,0,0,0
3026197,2024-09-16T00:00:00Z,Illinois,Chicago,1500 W 51st St,"1500 W 51st St,Chicago,Illinois",,"41.8014757,-87.66257988435271",0,4,0,0,0
3024100,2024-09-14T00:00:00Z,Kentucky,Louisville,521 N 22nd St,"521 N 22nd St,Louisville,Kentucky",,"38.2668098,-85.78277702335026",0,4,0,0,0
3024007,2024-09-14T00:00:00Z,Texas,Houston,4901 Laura Koppe Rd,"4901 Laura Koppe Rd,Houston,Texas",,"29.840617,-95.318802",3,8,0,0,0
3026772,2024-09-14T00:00:00Z,Alabama,Selma,201 N Race St,"201 N Race St,Selma,Alabama",,"32.413781,-86.996936",0,4,0,0,0
3024089,2024-09-13T00:00:00Z,Tennessee,Antioch,223 Bart Dr,"223 Bart Dr,Antioch,Tennessee",,"36.057306,-86.689793",3,1,0,0,0
3022787,2024-09-12T00:00:00Z,Virginia,Suffolk,822 E Washington St,"822 E Washington St,Suffolk,Virginia",,"36.72483914701462,-76.57074136216696",2,3,0,0,0
3018370,2024-09-07T00:00:00Z,Florida,Opa Locka,15600 NW 42nd Ave,"15600 NW 42nd Ave,Opa Locka,Florida",,"25.8907209,-80.2674138",0,5,0,0,0
3018252,2024-09-07T00:00:00Z,Pennsylvania,Ellwood City,183 Portersville Rd,"183 Portersville Rd,Ellwood City,Pennsylvania",,"40.85870861285466,-80.26343854889024",1,4,0,0,1
3017295,2024-09-06T00:00:00Z,District of Columbia,Washington,900  Varney St SE,"900  Varney St SE,Washington,District of Columbia",,"38.835648649999996,-76.9915256262321",0,5,0,0,0
3014703,2024-09-04T00:00:00Z,Georgia,Winder,940 Haymon Morris Rd,"940 Haymon Morris Rd,Winder,Georgia",,"33.9485136,-83.78610010087367",4,7,0,0,1
3013744,2024-09-02T00:00:00Z,Washington,Federal Way,I-5 and S 320th St,"I-5 and S 320th St,Federal Way,Washington",,"47.313494,-122.33931",0,5,0,0,1
3012631,2024-09-02T00:00:00Z,Illinois,Forest Park,711 Desplaines Ave,"711 Desplaines Ave,Forest Park,Illinois",,"41.8742674,-87.81675105414747",4,0,0,0,1
3020008,2024-09-02T00:00:00Z,New Jersey,Newark,500  Clinton Ave,"500  Clinton Ave,Newark,New Jersey",,"40.721516214285714,-74.2008942857143",0,4,0,0,0
3012204,2024-09-01T00:00:00Z,Ohio,Dayton,1100  Gettysburg Ave,"1100  Gettysburg Ave,Dayton,Ohio",,"39.760559,-84.253208",0,5,0,0,0
3012525,2024-09-01T00:00:00Z,Ohio,Cleveland,14800  Lawndale Ave,"14800  Lawndale Ave,Cleveland,Ohio",,"41.43388275879397,-81.57808363316583",0,4,0,0,1
3012688,2024-09-01T00:00:00Z,Delaware,Milford,200  North St,"200  North St,Milford,Delaware",,"38.915425,-75.429914",0,4,0,0,0
3015133,2024-09-01T00:00:00Z,Texas,Bullard,500  Guinn St,"500  Guinn St,Bullard,Texas",,"32.138401,-95.316745",3,1,0,0,0
3011930,2024-08-31T00:00:00Z,Hawaii,Waianae,85-1300 Waianae Valley Rd,"85-1300 Waianae Valley Rd,Waianae,Hawaii",,"21.462609,-158.165371",3,2,1,0,0
3010531,2024-08-30T00:00:00Z,Minnesota,Burnsville,12100 River Hills Dr,"12100 River Hills Dr,Burnsville,Minnesota",,"44.786685742104765,-93.23254535319842",0,5,0,0,0
3005280,2024-08-25T00:00:00Z,New York,Syosset,76 Wyoming Ct,"76 Wyoming Ct,Syosset,New York",,"40.826950499999995,-73.49275176456877",4,0,1,0,0
3005607,2024-08-25T00:00:00Z,South Dakota,Sioux Falls,1301 S Marion Rd,"1301 S Marion Rd,Sioux Falls,South Dakota",,"43.534894987078594,-96.79101648109867",1,3,0,0,0
3006116,2024-08-25T00:00:00Z,Georgia,Warner Robins,308 Shirley Dr,"308 Shirley Dr,Warner Robins,Georgia",,"32.61295887234042,-83.62200280851063",0,4,0,0,0
3005802,2024-08-25T00:00:00Z,Pennsylvania,Allentown,112 N 7th St,"112 N 7th St,Allentown,Pennsylvania",,"40.60387614992763,-75.4725946629565",0,6,0,0,2
3005100,2024-08-24T00:00:00Z,Georgia,Dalton,1800 Pleasant Grove Dr NE,"1800 Pleasant Grove Dr NE,Dalton,Georgia",,"34.829404136986135,-84.93968117977839",4,0,0,0,1
3003576,2024-08-22T00:00:00Z,Texas,Houston,2266 Collier St,"2266 Collier St,Houston,Texas",,"29.71431187755102,-95.3285652244898",0,4,0,0,1
3002869,2024-08-22T00:00:00Z,Wisconsin,Milwaukee,4001 W North Ave,"4001 W North Ave,Milwaukee,Wisconsin",,"43.060445,-87.96365603972559",1,3,0,0,1
3002622,2024-08-21T00:00:00Z,Pennsylvania,Philadelphia,4000  Lancaster Ave,"4000  Lancaster Ave,Philadelphia,Pennsylvania",,"39.96310875,-75.20263302626037",0,4,0,0,0
3001529,2024-08-20T00:00:00Z,Mississippi,Jackson,300  Maple St,"300  Maple St,Jackson,Mississippi",,"32.3178721,-90.2001385",0,6,0,0,0
3001570,2024-08-20T00:00:00Z,Washington,Everett,805 W Casino Rd,"805 W Casino Rd,Everett,Washington",,"47.921734295271925,-122.24477533096513",0,4,0,0,0
2998510,2024-08-18T00:00:00Z,Minnesota,Minneapolis,1200  W Broadway Ave,"1200  W Broadway Ave,Minneapolis,Minnesota",,"44.999389199999996,-93.29598850381105",0,4,0,0,0
2998845,2024-08-18T00:00:00Z,Maryland,Baltimore,1300  N Spring St,"1300  N Spring St,Baltimore,Maryland",,"39.3060176,-76.5988641",1,7,0,0,0
2998743,2024-08-18T00:00:00Z,Massachusetts,Boston,1 Franklin Park Rd,"1 Franklin Park Rd,Boston,Massachusetts",,"42.30283455,-71.08762806253118",0,5,0,0,0
2997679,2024-08-17T00:00:00Z,Mississippi,Jackson,208 W Capitol St,"208 W Capitol St,Jackson,Mississippi",,"32.30058760734542,-90.18953889938678",1,5,0,0,0
2997932,2024-08-17T00:00:00Z,California,Oakland,1618 83rd Ave,"1618 83rd Ave,Oakland,California",,"37.75598275,-122.17626855",2,2,0,0,1
2997856,2024-08-16T00:00:00Z,Tennessee,Memphis,2166 Central Ave,"2166 Central Ave,Memphis,Tennessee",,"35.12608735294118,-89.98988205882353",0,4,0,0,1
2995981,2024-08-14T00:00:00Z,Colorado,Colorado Springs,332 Ellers Grove,"332 Ellers Grove,Colorado Springs,Colorado",,"38.82700941044575,-104.73452125858911",1,3,0,0,0
2993727,2024-08-13T00:00:00Z,Massachusetts,Lawrence,91 Bennington St,"91 Bennington St,Lawrence,Massachusetts",,"42.7185654,-71.16732781244656",1,3,0,0,0
2992918,2024-08-12T00:00:00Z,Illinois,Chicago,750 S Clinton St,"750 S Clinton St,Chicago,Illinois",,"41.87222055,-87.64122655352234",0,4,0,0,0
2992225,2024-08-11T00:00:00Z,North Carolina,Sharpsburg,141 Weavers Cir,"141 Weavers Cir,Sharpsburg,North Carolina",,"35.861484579809265,-77.82667604188646",2,2,1,0,0
2993537,2024-08-10T00:00:00Z,Ohio,Cleveland,4071 Lee Rd,"4071 Lee Rd,Cleveland,Ohio",,"41.4479825,-81.563897",0,4,0,0,0
2992571,2024-08-10T00:00:00Z,Florida,Jacksonville,3100 N Main St,"3100 N Main St,Jacksonville,Florida",,"30.3317227,-81.6563571",0,6,0,0,0
2992248,2024-08-10T00:00:00Z,Georgia,Atlanta,540 Windsor St SW,"540 Windsor St SW,Atlanta,Georgia",,"33.74042735,-84.3978596614079",0,5,0,0,0
2991694,2024-08-09T00:00:00Z,North Carolina,Charlotte,7837 Nations Ford Rd,"7837 Nations Ford Rd,Charlotte,North Carolina",,"35.146149214285714,-80.89578507142858",0,4,0,0,0
2991600,2024-08-09T00:00:00Z,Texas,Dallas,4000  Cedarview Rd,"4000  Cedarview Rd,Dallas,Texas",,"33.001578,-96.841528",0,4,0,0,0
2990695,2024-08-09T00:00:00Z,Kentucky,Lexington,701 National Ave,"701 National Ave,Lexington,Kentucky",,"38.04106965,-84.47972629507395",1,5,0,0,0
2990446,2024-08-08T00:00:00Z,Alabama,Birmingham,1600  Dennison Ave,"1600  Dennison Ave,Birmingham,Alabama",,"33.472865,-86.958607",2,2,0,0,1
2986309,2024-08-04T00:00:00Z,Illinois,Chicago,2100  S Canal St,"2100  S Canal St,Chicago,Illinois",,"41.854293,-87.638725",1,3,0,0,0
2986352,2024-08-04T00:00:00Z,Illinois,Chicago,5100  S Calumet Ave,"5100  S Calumet Ave,Chicago,Illinois",,"41.801954,-87.617854",0,5,0,0,0
2986864,2024-08-04T00:00:00Z,Tennessee,Memphis,5560 Shelby Oaks Dr,"5560 Shelby Oaks Dr,Memphis,Tennessee",,"35.16249565523018,-89.87456107356057",0,4,0,0,1
2986196,2024-08-03T00:00:00Z,District of Columbia,Washington,22 M St NE,"22 M St NE,Washington,District of Columbia",,"38.90607115,-77.0078972224288",2,2,0,0,0
2986051,2024-08-03T00:00:00Z,Wisconsin,Milwaukee,3853 N Richards St,"3853 N Richards St,Milwaukee,Wisconsin",,"43.0871549,-87.907557",0,5,0,0,0
2984628,2024-08-01T00:00:00Z,Colorado,Aurora,1472 Ironton St,"1472 Ironton St,Aurora,Colorado",,"39.7394949,-104.863156",1,3,0,0,0
2983770,2024-07-30T00:00:00Z,Georgia,Fairburn,2275 GA-138,"2275 GA-138,Fairburn,Georgia",,"33.57218,-84.564919",1,3,0,0,2
2983265,2024-07-30T00:00:00Z,Maine,Portland,1155 Forest Ave,"1155 Forest Ave,Portland,Maine",,"43.686767950000004,-70.29223960972587",1,3,0,0,1
2981150,2024-07-28T00:00:00Z,Wisconsin,Milwaukee,9200  W Silver Spring Dr,"9200  W Silver Spring Dr,Milwaukee,Wisconsin",,"43.119591,-88.027408",0,5,0,0,0
2981386,2024-07-28T00:00:00Z,Florida,Pensacola,6405 Wagner Rd,"6405 Wagner Rd,Pensacola,Florida",,"30.49184535,-87.27343042718041",2,5,0,0,0
2981004,2024-07-28T00:00:00Z,Illinois,Champaign,2000  Cynthia Dr,"2000  Cynthia Dr,Champaign,Illinois",,"40.137034,-88.274784",2,2,0,0,0
2980988,2024-07-28T00:00:00Z,Indiana,South Bend,1300  Bissell St,"1300  Bissell St,South Bend,Indiana",,"41.684305,-86.230716",0,4,0,0,0
2981511,2024-07-28T00:00:00Z,Missouri,Saint Louis,3505 Gravois Ave,"3505 Gravois Ave,Saint Louis,Missouri",,"38.593551622278945,-90.24261471446883",1,3,0,0,2
2982349,2024-07-28T00:00:00Z,Washington,Auburn,2900  M St SE,"2900  M St SE,Auburn,Washington",,"47.282189282828284,-122.21323654545455",0,4,0,0,0
2981128,2024-07-28T00:00:00Z,New York,Rochester,1 Maplewood Dr,"1 Maplewood Dr,Rochester,New York",,"43.191018,-77.624767",2,5,0,0,0
2980166,2024-07-27T00:00:00Z,Texas,Dallas,6008 S R L Thornton Fwy,"6008 S R L Thornton Fwy,Dallas,Texas",,"32.67453964363634,-96.82311311858732",1,4,0,0,1
2978744,2024-07-25T00:00:00Z,Louisiana,Jeanerette,2519 Martin Luther King Dr,"2519 Martin Luther King Dr,Jeanerette,Louisiana",,"29.908378,-91.669008",1,3,0,1,1
2974973,2024-07-22T00:00:00Z,Wisconsin,Milwaukee,6901 W Vienna Ave,"6901 W Vienna Ave,Milwaukee,Wisconsin",,"43.085360800000004,-87.9979889810611",1,8,0,0,1
2974777,2024-07-21T00:00:00Z,Indiana,Anderson,2200  Arrow Ave,"2200  Arrow Ave,Anderson,Indiana",,"40.1026874,-85.7014851",0,7,0,1,6
2974135,2024-07-21T00:00:00Z,Pennsylvania,Philadelphia,2100  N Alden St,"2100  N Alden St,Philadelphia,Pennsylvania",,"39.9652035,-75.2350199",3,5,0,1,1
2973281,2024-07-20T00:00:00Z,California,Vista,Civic Center Dr,"Civic Center Dr,Vista,California",,"33.2051049,-117.2370438",1,3,0,0,0
2969569,2024-07-15T00:00:00Z,Texas,Orange,200  Morrell Blvd,"200  Morrell Blvd,Orange,Texas",,"30.107791,-93.730114",0,4,0,0,0
2968565,2024-07-14T00:00:00Z,Indiana,Indianapolis,3340 Teakwood Dr,"3340 Teakwood Dr,Indianapolis,Indiana",,"39.71850465,-86.13452337861668",0,5,0,0,0
2967936,2024-07-14T00:00:00Z,Illinois,Chicago,9500  S Merrill Ave,"9500  S Merrill Ave,Chicago,Illinois",,"41.7462837,-87.5722339",0,4,0,0,0
2967889,2024-07-13T00:00:00Z,Alabama,Birmingham,3427 27th St N,"3427 27th St N,Birmingham,Alabama",,"33.55636030612245,-86.81816544897958",4,10,0,0,0
2967459,2024-07-13T00:00:00Z,Pennsylvania,Butler,625 Evans City Rd,"625 Evans City Rd,Butler,Pennsylvania",,"40.8570038,-79.9745086",1,3,1,0,0
2967464,2024-07-12T00:00:00Z,Kentucky,Louisville,900  Esquire Alley,"900  Esquire Alley,Louisville,Kentucky",,"38.2495593,-85.780865",0,5,0,0,0
2967371,2024-07-12T00:00:00Z,Kansas,Wichita,4800  S Gordon St,"4800  S Gordon St,Wichita,Kansas",,"37.607404,-97.373488",1,4,0,0,0
2966300,2024-07-12T00:00:00Z,Illinois,Chicago,1300  S Lawndale Ave,"1300  S Lawndale Ave,Chicago,Illinois",,"41.864275250000006,-87.71803718715599",0,5,0,0,0
2965650,2024-07-11T00:00:00Z,Kansas,Wichita,2300  E Murdock St,"2300  E Murdock St,Wichita,Kansas",,"37.697785,-97.309854",0,4,0,0,1
2965394,2024-07-10T00:00:00Z,California,Alameda,417 Kitty Hawk Rd,"417 Kitty Hawk Rd,Alameda,California",,"37.7603686,-122.2600332",5,0,0,0,1
2965207,2024-07-10T00:00:00Z,Massachusetts,Boston,10 Greenwood St,"10 Greenwood St,Boston,Massachusetts",,"42.30222485,-71.07918045147568",0,5,0,0,2
2963309,2024-07-08T00:00:00Z,District of Columbia,Washington,1200  Potomac Ave SE,"1200  Potomac Ave SE,Washington,District of Columbia",,"38.87879165,-76.99001007584545",0,4,0,0,0
2963285,2024-07-08T00:00:00Z,North Carolina,Charlotte,1523 Parker Dr,"1523 Parker Dr,Charlotte,North Carolina",,"35.22049796597382,-80.88196225583783",1,3,0,0,0
2963980,2024-07-08T00:00:00Z,Florida,Fort Lauderdale,700  NW 10th Terrace,"700  NW 10th Terrace,Fort Lauderdale,Florida",,"26.131303,-80.155477",2,3,0,0,0
2963018,2024-07-07T00:00:00Z,North Carolina,Roper,12256 NC-32,"12256 NC-32,Roper,North Carolina",,"35.8758426,-76.6183415",1,3,0,0,0
2962371,2024-07-06T00:00:00Z,Ohio,Akron,800  Morningview Ave,"800  Morningview Ave,Akron,Ohio",,"41.08425187289331,-81.4598891176359",0,4,0,0,1
2960811,2024-07-06T00:00:00Z,Kentucky,Florence,2673 Ridgecrest Dr,"2673 Ridgecrest Dr,Florence,Kentucky",,"38.97153304830004,-84.68131024378512",4,3,1,0,0
2967044,2024-07-05T00:00:00Z,Mississippi,Clarksdale,300  Madison Ave,"300  Madison Ave,Clarksdale,Mississippi",,"34.193101,-90.576157",1,3,0,0,0
2960079,2024-07-05T00:00:00Z,Georgia,Albany,312 Thornton Dr,"312 Thornton Dr,Albany,Georgia",,"31.57052629250801,-84.1075704368177",1,3,0,0,2
2960126,2024-07-05T00:00:00Z,Michigan,Pontiac,300  S Jessie St,"300  S Jessie St,Pontiac,Michigan",,"42.62967,-83.279312",0,5,0,0,0
2959241,2024-07-05T00:00:00Z,Illinois,Chicago,1300  W Hastings St,"1300  W Hastings St,Chicago,Illinois",,"41.86454915,-87.65927638757597",0,8,0,0,0
2959290,2024-07-05T00:00:00Z,Illinois,Chicago,100  S Menard Ave,"100  S Menard Ave,Chicago,Illinois",,"41.87863549971912,-87.7698119803383",1,6,0,0,0
2959329,2024-07-05T00:00:00Z,Florida,Tampa,10924 N Nebraska Ave,"10924 N Nebraska Ave,Tampa,Florida",,"28.047590691275165,-82.45127267785234",0,4,0,0,1
2958345,2024-07-04T00:00:00Z,Illinois,Chicago,7100  S Woodlawn Ave,"7100  S Woodlawn Ave,Chicago,Illinois",,"41.765776,-87.595951",3,2,0,0,0
2960159,2024-07-04T00:00:00Z,Tennessee,Nashville,200 1st Ave S,"200 1st Ave S,Nashville,Tennessee",,"36.1517752,-86.7669122",0,4,0,0,0
2960026,2024-07-04T00:00:00Z,Texas,Fort Worth,3700  Castleman St,"3700  Castleman St,Fort Worth,Texas",,"32.708738600000004,-97.26717842064633",2,2,0,0,1
2959184,2024-07-04T00:00:00Z,Pennsylvania,Philadelphia,1900  Salford St,"1900  Salford St,Philadelphia,Pennsylvania",,"39.933822,-75.231001",1,8,0,0,0
2960055,2024-07-04T00:00:00Z,Texas,Fort Worth,7524 W Cleburne Rd,"7524 W Cleburne Rd,Fort Worth,Texas",,"32.6343777,-97.3806867",3,2,0,1,1
2959734,2024-07-04T00:00:00Z,Mississippi,Ocean Springs,Cumberland Rd,"Cumberland Rd,Ocean Springs,Mississippi",,"30.418835,-88.79101",0,16,0,0,1
2955181,2024-07-01T00:00:00Z,Missouri,Charleston,700 South St,"700 South St,Charleston,Missouri",,"36.912434,-89.34829",0,5,0,0,1
2956748,2024-07-01T00:00:00Z,Pennsylvania,Philadelphia,2700 Dickinson St,"2700 Dickinson St,Philadelphia,Pennsylvania",,"39.93433645,-75.18957326979012",1,3,0,1,1
2952577,2024-06-28T00:00:00Z,Texas,Corpus Christi,2600  Buford St,"2600  Buford St,Corpus Christi,Texas",,"27.78081,-97.417283",2,3,0,0,0
2953462,2024-06-28T00:00:00Z,Nebraska,Crete,1200  Crestline Dr,"1200  Crestline Dr,Crete,Nebraska",,"40.630054,-96.947923",0,7,1,0,0
2951432,2024-06-26T00:00:00Z,California,Lancaster,800  E Ave J-12,"800  E Ave J-12,Lancaster,California",,"34.678525,-118.114495",2,5,0,0,2
2950871,2024-06-26T00:00:00Z,Wisconsin,Milwaukee,5912 W Oklahoma Ave,"5912 W Oklahoma Ave,Milwaukee,Wisconsin",,"42.9887966,-87.98730855030612",0,4,0,0,2
2949852,2024-06-24T00:00:00Z,Nevada,North Las Vegas,370 Casa Norte Dr,"370 Casa Norte Dr,North Las Vegas,Nevada",,"36.24818915026432,-115.1459485241396",5,1,1,0,0
2948840,2024-06-24T00:00:00Z,Ohio,Dayton,1530 Home Ave,"1530 Home Ave,Dayton,Ohio",,"39.751062024999996,-84.2188407",2,5,0,0,0
2950074,2024-06-24T00:00:00Z,Ohio,Dayton,4900  Genesee Ave,"4900  Genesee Ave,Dayton,Ohio",,"39.784795,-84.263428",0,4,1,0,0
2949287,2024-06-24T00:00:00Z,Pennsylvania,York,600  W Market St,"600  W Market St,York,Pennsylvania",,"39.957558,-76.743265",0,4,0,0,0
2947726,2024-06-23T00:00:00Z,Ohio,Columbus,1100  N High St,"1100  N High St,Columbus,Ohio",,"39.9848111,-83.0047954",0,10,0,0,0
2948042,2024-06-23T00:00:00Z,North Carolina,Winston Salem (Winston-salem),2915 Starlight Dr,"2915 Starlight Dr,Winston Salem (Winston-salem),North Carolina",,"36.061553026306754,-80.22743008681918",1,3,0,1,1
2947774,2024-06-23T00:00:00Z,Florida,Tampa,11606 McKinley Dr,"11606 McKinley Dr,Tampa,Florida",,"28.0534732,-82.4168468278784",1,3,0,0,4
2947750,2024-06-23T00:00:00Z,New York,Rochester,353 Court St,"353 Court St,Rochester,New York",,"43.154512101066075,-77.60175066147673",0,6,0,0,0
2948220,2024-06-23T00:00:00Z,New Jersey,Trenton,101 Walnut Ave,"101 Walnut Ave,Trenton,New Jersey",,"40.220709,-74.748764",1,3,0,0,1
2947842,2024-06-22T00:00:00Z,Virginia,Glen Allen,11690 Old Washington Hwy,"11690 Old Washington Hwy,Glen Allen,Virginia",,"37.6891875,-77.50056761202822",0,6,0,0,0
2946903,2024-06-22T00:00:00Z,Kentucky,Louisville,2523 West Broadway,"2523 West Broadway,Louisville,Kentucky",,"38.2496982,-85.7943317",1,7,0,0,0
2945819,2024-06-21T00:00:00Z,Arkansas,Fordyce,920 W 4th St,"920 W 4th St,Fordyce,Arkansas",,"33.8134195,-92.4221453",4,9,0,1,1
2947288,2024-06-21T00:00:00Z,Mississippi,Meridian,500  53rd Ave,"500  53rd Ave,Meridian,Mississippi",,"32.360029,-88.731612",1,3,0,0,0
2944778,2024-06-19T00:00:00Z,California,Oakland,400  Grand Ave,"400  Grand Ave,Oakland,California",,"37.8088881,-122.2552138",0,13,0,1,1
2944267,2024-06-19T00:00:00Z,Pennsylvania,Philadelphia,2800  N Bambrey St,"2800  N Bambrey St,Philadelphia,Pennsylvania",,"39.998092,-75.17312",0,7,0,0,2
2943875,2024-06-18T00:00:00Z,California,Richmond,700 Pennsylvania Ave,"700 Pennsylvania Ave,Richmond,California",,"37.942509,-122.362447",2,2,0,0,0
2943300,2024-06-17T00:00:00Z,Georgia,Macon,3700  Napier Ave,"3700  Napier Ave,Macon,Georgia",,"32.850534,-83.687982",1,3,0,0,0
2941749,2024-06-17T00:00:00Z,Illinois,Chicago,6000  S Winchester Ave,"6000  S Winchester Ave,Chicago,Illinois",,"41.784695,-87.672945",0,7,0,0,0
2941737,2024-06-17T00:00:00Z,Illinois,Chicago,900  N Pulaski Rd,"900  N Pulaski Rd,Chicago,Illinois",,"41.8973424,-87.72639657252714",0,5,0,0,0
2941065,2024-06-16T00:00:00Z,Massachusetts,Methuen,100 Lindberg Ave,"100 Lindberg Ave,Methuen,Massachusetts",,"42.72091785,-71.20679394036344",0,7,0,0,0
2941392,2024-06-16T00:00:00Z,Indiana,South Bend,1623 Lincoln Way W,"1623 Lincoln Way W,South Bend,Indiana",,"41.65853982166633,-86.22277988739408",0,4,0,0,0
2940418,2024-06-15T00:00:00Z,Ohio,Cincinnati,6300 Bramble Ave,"6300 Bramble Ave,Cincinnati,Ohio",,"39.151526674418605,-84.38899415116279",0,5,0,0,0
2940302,2024-06-15T00:00:00Z,Michigan,Rochester (Rochester Hills),1585 E Auburn Rd,"1585 E Auburn Rd,Rochester (Rochester Hills),Michigan",,"42.63724600923212,-83.10096336618163",0,9,1,0,0
2940337,2024-06-15T00:00:00Z,Michigan,Southfield,17587 Margate Ave,"17587 Margate Ave,Southfield,Michigan",,"42.48322553177289,-83.21841440917467",0,6,0,0,0
2940598,2024-06-15T00:00:00Z,Texas,Round Rock,1371 Harrell Pkwy,"1371 Harrell Pkwy,Round Rock,Texas",,"30.537229,-97.629041",2,14,0,0,3
2940313,2024-06-15T00:00:00Z,Alabama,Tuskegee,207 E Martin Luther King Hwy,"207 E Martin Luther King Hwy,Tuskegee,Alabama",,"32.424387484425566,-85.68940047082911",1,3,0,0,0
2939783,2024-06-14T00:00:00Z,West Virginia,Princeton,347 Meadowfield Ln,"347 Meadowfield Ln,Princeton,West Virginia",,"37.36149505,-81.0518174757527",0,5,0,0,1
2940564,2024-06-14T00:00:00Z,Pennsylvania,Philadelphia,3301 W York St,"3301 W York St,Philadelphia,Pennsylvania",,"39.993388,-75.186153",1,4,0,0,0
2939289,2024-06-14T00:00:00Z,Illinois,Chicago,9100  S Harper Ave,"9100  S Harper Ave,Chicago,Illinois",,"41.72943985,-87.58701245547319",0,4,0,0,0
2939657,2024-06-14T00:00:00Z,Ohio,Columbus,205 N 5th St,"205 N 5th St,Columbus,Ohio",,"39.9898591,-82.9981839",2,2,0,0,1
2939030,2024-06-13T00:00:00Z,Illinois,Chicago,11910 S Michigan Ave,"11910 S Michigan Ave,Chicago,Illinois",,"41.677665950000005,-87.6207192",0,4,0,0,0
2935591,2024-06-09T00:00:00Z,District of Columbia,Washington,2200  Minnesota Ave SE,"2200  Minnesota Ave SE,Washington,District of Columbia",,"38.8715,-76.974873",0,6,0,0,0
2935144,2024-06-09T00:00:00Z,Wisconsin,Madison,433 W Johnson St,"433 W Johnson St,Madison,Wisconsin",,"43.072641250000004,-89.39235378970885",0,12,0,0,1
2936012,2024-06-09T00:00:00Z,Virginia,Richmond,200  N 2nd St,"200  N 2nd St,Richmond,Virginia",,"37.54384,-77.440951",0,4,0,0,0
2936435,2024-06-08T00:00:00Z,Alabama,Eufaula,900  Jackson St,"900  Jackson St,Eufaula,Alabama",,"31.884538,-85.156271",0,4,0,0,0
2934537,2024-06-08T00:00:00Z,North Carolina,Charlotte,616 N Tryon St,"616 N Tryon St,Charlotte,North Carolina",,"35.2724581,-80.76723",1,3,0,0,1
2934048,2024-06-07T00:00:00Z,Missouri,Saint Louis (Jennings),2600  Shannon Ave,"2600  Shannon Ave,Saint Louis (Jennings),Missouri",,"38.734933,-90.259308",1,4,0,0,0
2933578,2024-06-06T00:00:00Z,Missouri,Kansas City,3200  Bellefontaine Ave,"3200  Bellefontaine Ave,Kansas City,Missouri",,"39.067737,-94.547349",2,2,0,0,0
2930393,2024-06-03T00:00:00Z,Tennessee,Memphis,3600  Powers Rd,"3600  Powers Rd,Memphis,Tennessee",,"35.224748,-89.912331",0,4,0,0,0
2929682,2024-06-02T00:00:00Z,Missouri,Saint Louis,3775 Kossuth Ave,"3775 Kossuth Ave,Saint Louis,Missouri",,"38.666373769230766,-90.217672",0,6,0,0,0
2928614,2024-06-02T00:00:00Z,Kentucky,Louisville,7015 Raggard Rd,"7015 Raggard Rd,Louisville,Kentucky",,"38.1742567,-85.8700837",0,7,0,0,0
2929504,2024-06-01T00:00:00Z,Pennsylvania,Philadelphia,900  S 58th St,"900  S 58th St,Philadelphia,Pennsylvania",,"39.947341800000004,-75.24000533047817",1,3,0,0,0
2928808,2024-06-01T00:00:00Z,South Carolina,Rock Hill,900  Southland Dr,"900  Southland Dr,Rock Hill,South Carolina",,"34.894545,-81.026732",2,2,0,0,1
2928214,2024-06-01T00:00:00Z,Ohio,Columbus,500  N Ohio Ave,"500  N Ohio Ave,Columbus,Ohio",,"39.976330875,-82.96942963461538",1,3,0,0,0
2925929,2024-05-30T00:00:00Z,Minnesota,Minneapolis,2221 Blaisdell Ave,"2221 Blaisdell Ave,Minneapolis,Minnesota",,"44.960629636363635,-93.27948632323232",3,3,1,0,0
2923547,2024-05-28T00:00:00Z,Connecticut,Waterbury,50 Mitchell Ave,"50 Mitchell Ave,Waterbury,Connecticut",,"41.55858424740416,-73.04573215689283",0,4,0,0,0
2922097,2024-05-27T00:00:00Z,Michigan,Lansing,325 Riverfront Dr,"325 Riverfront Dr,Lansing,Michigan",,"42.7359158,-84.5479087",1,6,0,0,0
2923055,2024-05-27T00:00:00Z,California,Sacramento,2701 Meadowview Rd,"2701 Meadowview Rd,Sacramento,California",,"38.481543376344085,-121.47648803225806",0,4,0,1,3
2938698,2024-05-27T00:00:00Z,Mississippi,Jackson,Northside Dr,"Northside Dr,Jackson,Mississippi",,"32.3563501,-90.1207986",0,4,0,0,4
2921217,2024-05-26T00:00:00Z,Illinois,Chicago,1300  S Christiana Ave,"1300  S Christiana Ave,Chicago,Illinois",,"41.864406,-87.709378",1,3,0,0,0
2921717,2024-05-26T00:00:00Z,Ohio,Cleveland,1437 St Clair Ave,"1437 St Clair Ave,Cleveland,Ohio",,"41.5062536442953,-81.6859113624161",2,2,0,0,3
2921251,2024-05-25T00:00:00Z,California,San Fernando,925 Orange Grove Ave,"925 Orange Grove Ave,San Fernando,California",,"34.2959046,-118.4372974",0,5,0,0,1
